"CONSEC","CAPITULO","CVE_PROC","DESCRIP","PRO_CVE_EDIA","PRO_EDAD_IA","PRO_CVE_EDFA","PRO_EDAD_FA","SEXO","PROCED","PRO_PRINCIPAL"
"2060","09","472","DRENAJE DE ABSCESO APENDICULAR","0","0","0","0","0","","F"
"2061","09","472X","DRENAJE DE ABSCESO APENDICULAR","0","0","0","0","0","Q","T"
"2062","09","479","OTRAS OPERACIONES SOBRE APÉNDICE","0","0","0","0","0","","F"
"2063","09","4791","APENDICOSTOMÍA","0","0","0","0","0","Q","T"
"2064","09","4792","CIERRE DE FÍSTULA DE APÉNDICE","0","0","0","0","0","Q","T"
"2065","09","4799","OTRA OPERACIÓN SOBRE APÉNDICE","0","0","0","0","0","Q","T"
"2066","09","48","OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL","0","0","0","0","0","",""
"2067","09","480","PROCTOTOMÍA","0","0","0","0","0","","F"
"2068","09","480X","PROCTOTOMÍA","0","0","0","0","0","Q","T"
"2069","09","481","PROCTOSTOMÍA","0","0","0","0","0","","F"
"2070","09","481X","PROCTOSTOMÍA","0","0","0","0","0","Q","T"
"2071","09","482","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL","0","0","0","0","0","","F"
"2072","09","4821","PROCTOSIGMOIDOSCOPIA TRANSABDOMINAL","0","0","0","0","0","D","T"
"2073","09","4822","PROCTOSIGMOIDOSCOPIA A TRAVÉS DE ESTOMA ARTIFICIAL","0","0","0","0","0","D","T"
"2074","09","4823","PROCTOSIGMOIDOSCOPIA RÍGIDA","0","0","0","0","0","D","F"
"2075","09","4824","BIOPSIA CERRADA [ENDOSCÓPICA] DE RECTO","0","0","0","0","0","D","F"
"2076","09","4825","OTRA BIOPSIA DE RECTO","0","0","0","0","0","D","T"
"2077","09","4826","BIOPSIA DE TEJIDO PERIRRECTAL","0","0","0","0","0","D","F"
"2078","09","4829","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL","0","0","0","0","0","D","T"
"2079","09","483","EXTIRPACIÓN LOCAL O ELIMINACIÓN DE LESIÓN O TEJIDO RECTAL","0","0","0","0","0","","F"
"2080","09","4831","ELECTROCOAGULACIÓN RADICAL DE LESIÓN O TEJIDO RECTAL","0","0","0","0","0","Q","T"
"2081","09","4832","OTRA ELECTROCOAGULACIÓN DE LESIÓN O TEJIDO RECTAL","0","0","0","0","0","Q","T"
"2082","09","4833","ELIMINACIÓN DE LESIÓN O TEJIDO RECTAL POR LÁSER","0","0","0","0","0","Q","T"
"2083","09","4834","ELIMINACIÓN DE LESIÓN O TEJIDO RECTAL POR CRIOCIRUGÍA","0","0","0","0","0","Q","T"
"2084","09","4835","EXTIRPACIÓN LOCAL DE LESIÓN O TEJIDO RECTAL","0","0","0","0","0","Q","T"
"2085","09","4836","POLIPECTOMÍA ENDOSCÓPICA DEL RECTO","0","0","0","0","0","Q","T"
"2086","09","484","RESECCIÓN DE RECTO CON RECONSTRUCCIÓN HACIENDO PASAR EL CEBO COLÓNICO PROXIMAL A TRAVÉS DE LA LUZ DEL DISTAL (PULL-THROUGH)","0","0","0","0","0","","F"
"2087","09","4840","RESECCIÓN TIPO PULL-THROUGH DE RECT, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","F"
"2088","09","4841","RESECCIÓN DE SUBMUCOSA DE RECTO DE SOAVE","0","0","0","0","0","Q","F"
"2089","09","4842","RESECCIÓN TIPO PULL-THROUGH DE RECTO LAPAROSCÓPICA","0","0","0","0","0","Q","F"
"2090","09","4843","RESECCIÓN TIPO PULL-THROUGH DE RECTO ABIERTA","0","0","0","0","0","Q","F"
"2091","09","4849",""OTRA RESECCIÓN DE RECTO CON RECONSTRUCCIÓN TIPO ""PULLTHROUGH"""","0","0","0","0","0","Q","F"
"2092","09","485","RESECCIÓN ABDOMINOPERINEAL DE RECTO","0","0","0","0","0","","F"
"2093","09","4850","RESECCIÓN ABDOMINOPERINEAL DE RECTO NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","F"
"2094","09","4851","RESECCIÓN ABDOMINOPERINEAL DE RECTO LAPAROSCÓPICA","0","0","0","0","0","Q","F"
"2095","09","4852","RESECCIÓN ABDOMINOPERINEAL DE RECTO ABIERTA","0","0","0","0","0","Q","F"
"2096","09","4859","OTRA RESECCIÓN ABDOMINOPERINEAL DE RECTO","0","0","0","0","0","Q","F"
"2097","09","486","OTRA RESECCIÓN DE RECTO","0","0","0","0","0","","F"
"2098","09","4861","RECTOSIMOIDECTOMÍA TRANSACRA","0","0","0","0","0","Q","F"
"2099","09","4862","RESECCIÓN ANTERIOR DE RECTO CON COLOSTOMÍA SIMULTÁNEA","0","0","0","0","0","Q","F"
"2100","09","4863","OTRA RESECCIÓN ANTERIOR DE RECTO","0","0","0","0","0","Q","F"
"2101","09","4864","RESECCIÓN POSTERIOR DE RECTO","0","0","0","0","0","Q","F"
"2102","09","4865","RESECCIÓN DE RECTO DE DUHAMEL","0","0","0","0","0","Q","F"
"2103","09","4869","OTRA RESECCIÓN DEL RECTO","0","0","0","0","0","Q","F"
"2104","09","487","REPARACIÓN DE RECTO","0","0","0","0","0","","F"
"2105","09","4871","SUTURA DE LESIÓN DE RECTO","0","0","0","0","0","Q","T"
"2106","09","4872","CIERE DE PROCTOSTOMÍA","0","0","0","0","0","Q","T"
"2107","09","4873","CIERRE DE OTRA FÍSTULA RECTAL","0","0","0","0","0","Q","T"
"2108","09","4874","RECTORRECTOSTOMÍA","0","0","0","0","0","Q","T"
"2109","09","4875","PROCTOPEXIA ABDOMINAL","0","0","0","0","0","Q","T"
"2110","09","4876","OTRA PROCTOPEXIA","0","0","0","0","0","Q","T"
"2111","09","4879","OTRA REPARACIÓN DE RECTO","0","0","0","0","0","Q","T"
"2112","09","488","INCISIÓN O EXTIRPACIÓN DE TEJIDO O LESIÓN PERIRRECTAL","0","0","0","0","0","","F"
"2113","09","4881","INCISIÓN DE TEJIDO PERIRRECTAL","0","0","0","0","0","Q","T"
"2114","09","4882","EXCISIÓN DE TEJIDO PERIRRECTAL","0","0","0","0","0","Q","T"
"2115","09","489","OTRAS OPERACIONES SOBRE RECTO Y TEJIDO PERIRRECTAL","0","0","0","0","0","","F"
"2116","09","4891","INCISIÓN DE ESTENOSIS RECTAL","0","0","0","0","0","Q","T"
"2117","09","4892","MIECTOMÍA ANORRECTAL","0","0","0","0","0","Q","T"
"2118","09","4893","REPARACIÓN DE FÍSTULA PERIRRECTAL","0","0","0","0","0","Q","T"
"2119","09","4899","OTRA OPERACIÓN SOBRE RECTO Y TEJIDO PERIRRECTAL","0","0","0","0","0","Q","T"
"2120","09","49","OPERACIONES SOBRE ANO","0","0","0","0","0","",""
"2121","09","490","INCISIÓN O EXTIRPACIÓN DE TEJIDO PERIANAL","0","0","0","0","0","","F"
"2122","09","4901","INCISIÓN DE ABSCESO PERIANAL","0","0","0","0","0","Q","T"
"2123","09","4902","OTRA INCISIÓN DE TEJIDO PERIANAL","0","0","0","0","0","Q","T"
"2124","09","4903","EXTIRPACIÓN DE COLGAJOS CUTÁNEOS PERIANALES","0","0","0","0","0","Q","T"
"2125","09","4904","OTRA EXTIRPACIÓN DE TEJIDO PERIANAL","0","0","0","0","0","Q","T"
"2126","09","491","INCISIÓN O EXTIRPACIÓN DE FÍSTULA ANAL","0","0","0","0","0","","F"
"2127","09","4911","FISTULOTOMÍA ANAL","0","0","0","0","0","Q","T"
"2128","09","4912","FISTULECTOMÍA ANAL","0","0","0","0","0","Q","T"
"2129","09","492","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ANO Y TEJIDO PERIANAL","0","0","0","0","0","","F"
"2130","09","4921","ANOSCOPÍA","0","0","0","0","0","D","F"
"2131","09","4922","BIOPSIA DE TEJIDO PERIANAL","0","0","0","0","0","D","F"
"2132","09","4923","BIOPSIA DE ANO","0","0","0","0","0","D","F"
"2133","09","4929","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ANO Y TEJIDO PERIANAL","0","0","0","0","0","D","T"
"2134","09","493","EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE OTRA LESIÓN O TEJIDO DEL ANO","0","0","0","0","0","","F"
"2135","09","4931","EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) ENDOSCÓPICA DE LESIÓN O DE TEJIDO DEL ANO","0","0","0","0","0","Q","T"
"2136","09","4939","OTRA EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O DE TEJIDO DEL ANO","0","0","0","0","0","Q","T"
"2137","09","494","PROCEDIMIENTOS SOBRE HEMORROIDES","0","0","0","0","0","","F"
"2138","09","4941","REDUCCIÓN DE HEMORROIDES","0","0","0","0","0","Q","F"
"2139","09","4942","INYECCIÓN (ESCLEROSIS) DE HEMORROIDES","0","0","0","0","0","Q","F"
"2140","09","4943","CAUTERIZACIÓN DE HEMORROIDES","0","0","0","0","0","Q","F"
"2141","09","4944","DESTRUCCIÓN DE HEMORROIDES POR CRIOTERAPIA","0","0","0","0","0","Q","F"
"2142","09","4945","LIGAMENTO DE HEMORROIDES","0","0","0","0","0","Q","F"
"2143","09","4946","EXTIRPACIÓN DE HEMORROIDES","0","0","0","0","0","Q","F"
"2144","09","4947","EVACUACIÓN DE HEMORROIDES TROMBOSADAS","0","0","0","0","0","Q","F"
"2145","09","4949","OTROS PROCEDIMIENTOS SOBRE HEMORROIDES","0","0","0","0","0","Q","F"
"2146","09","495","DIVISIÓN (SECCIÓN) DE ESFÍNTER ANAL","0","0","0","0","0","","F"
"2147","09","4951","ESFINTEROTOMÍA ANAL LATERAL IZQUIERDA","0","0","0","0","0","Q","T"
"2148","09","4952","ESFINTEROTOMÍA ANAL POSTERIOR","0","0","0","0","0","Q","T"
"2149","09","4959","OTRA ESFINTEROTOMÍA ANAL","0","0","0","0","0","Q","T"
"2150","09","496","EXCISIÓN (EXTIRPACIÓN) DE ANO","0","0","0","0","0","","F"
"2151","09","496X","EXCISIÓN (EXTIRPACIÓN) DE ANO","0","0","0","0","0","Q","T"
"2152","09","497","REPARACIÓN DE ANO","0","0","0","0","0","","F"
"2153","09","4971","SUTURA DE LACERACIÓN O DESGARRO DE ANO","0","0","0","0","0","Q","T"
"2154","09","4972","IMPLANTACIÓN DE UN ANILLO EN LA CIRCUNFERENCIA ANAL (CERCLAJE)","0","0","0","0","0","Q","T"
"2155","09","4973","CIERRE DE FÍSTULA ANAL","0","0","0","0","0","Q","T"
"2156","09","4974","TRANSPOSICIÓN DEL MÚSCULO RECTO INTERNO PARA INCONTINENCIA ANAL","0","0","0","0","0","Q","T"
"2157","09","4975","IMPLANTACIÓN O REVISIÓN DE ESFÍNTER ANAL ARTIFICIAL","0","0","0","0","0","Q","T"
"2158","09","4976","EXTRACCIÓN DE ESFÍNTER ANAL ARTIFICIAL","0","0","0","0","0","Q","T"
"2159","09","4979","OTRA REPARACIÓN DE ESFÍNTER ANAL","0","0","0","0","0","Q","T"
"2160","09","499","OTRAS OPERACIONES SOBRE ANO","0","0","0","0","0","","F"
"2161","09","4991","INCISIÓN DE TABIQUE ANAL","0","0","0","0","0","Q","T"
"2162","09","4992","INSERCIÓN O IMPLANTE DE ESTIMULADOR ANAL ELÉCTRICO SUBCUTÁNEO","0","0","0","0","0","Q","T"
"2163","09","4993","OTRA INCISIÓN DE ANO","0","0","0","0","0","Q","T"
"2164","09","4994","REDUCCIÓN DE PROLAPSO ANAL","0","0","0","0","0","Q","T"
"2165","09","4995","CONTROL DE HEMORRAGIA (POSTOPERATORIA) DE ANO","0","0","0","0","0","Q","T"
"2166","09","4999","OTRA OPERACIÓN SOBRE ANO","0","0","0","0","0","Q","T"
"2167","09","50","OPERACIONES SOBRE HÍGADO","0","0","0","0","0","",""
"2168","09","500","HEPATOTOMÍA","0","0","0","0","0","","F"
"2169","09","500X","HEPATOTOMÍA","0","0","0","0","0","Q","T"
"2170","09","501","PROCEDIMIENTO DIAGNÓSTICO SOBRE HÍGADO","0","0","0","0","0","","F"
"2171","09","5011","BIOPSIA CERRADA [CON AGUJA] (PERCUTÁNEA) DE HÍGADO","0","0","0","0","0","D","F"
"2172","09","5012","BIOPSIA ABIERTA DE HÍGADO","0","0","0","0","0","D","F"
"2173","09","5013","BIOPSIA TRANSYUGULAR DE HÍGADO","0","0","0","0","0","D","F"
"2174","09","5014","BIOPSIA DE HÍGADO POR LAPAROSCOPÍA","0","0","0","0","0","D","F"
"2175","09","5019","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE HÍGADO","0","0","0","0","0","D","T"
"2176","09","502","EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE TEJIDO O LESIÓN DE HÍGADO","0","0","0","0","0","","F"
"2177","09","5021","MARSUPIALIZACIÓN DE LESIÓN DE HÍGADO","0","0","0","0","0","Q","T"
"2178","09","5022","HEPATECTOMÍA PARCIAL (SUBTOTAL)","0","0","0","0","0","Q","T"
"2179","09","5023","ABLACIÓN ABIERTA DE LESIÓN O TEJIDO DE HÍGADO","0","0","0","0","0","Q","T"
"2180","09","5024","ABLACIÓN PERCUTÁNEA DE LESIÓN O TEJIDO DE HÍGADO","0","0","0","0","0","Q","T"
"2181","09","5025","ABLACIÓN LAPAROSCÓPICA DE LESIÓN O TEJIDO DE HÍGADO","0","0","0","0","0","Q","T"
"2182","09","5026","OTRA ABLACIÓN Y LA NO ESPECIFICADA DE LESIÓN O TEJIDO DE HÍGADO","0","0","0","0","0","Q","T"
"2183","09","5029","OTRA DESTRUCCIÓN DE LESIÓN DE HÍGADO","0","0","0","0","0","Q","T"
"2184","09","503","LOBECTOMÍA HEPÁTICA","0","0","0","0","0","","F"
"2185","09","503X","LOBECTOMÍA HEPÁTICA","0","0","0","0","0","Q","T"
"2186","09","504","HEPATECTOMÍA TOTAL","0","0","0","0","0","","F"
"2187","09","504X","HEPATECTOMÍA TOTAL","0","0","0","0","0","Q","T"
"2188","09","505","TRASPLANTE DE HÍGADO","0","0","0","0","0","","F"
"2189","09","5051","TRASPLANTE AUXILIAR DE HÍGADO","0","0","0","0","0","Q","T"
"2190","09","5059","OTRA TRASPLANTE DE HÍGADO","0","0","0","0","0","Q","T"
"2191","09","506","REPARACIÓN DE HÍGADO","0","0","0","0","0","","F"
"2192","09","5061","SUTURA DE LESIÓN HEPÁTICA","0","0","0","0","0","Q","T"
"2193","09","5069","OTRA REPARACIÓN DE HÍGADO","0","0","0","0","0","Q","T"
"2194","09","509","OTRAS OPERACIONES SOBRE HÍGADO","0","0","0","0","0","","F"
"2195","09","5091","ASPIRACIÓN PERCUTÁNEA DE HÍGADO","0","0","0","0","0","Q","T"
"2196","09","5092","ASISTENCIA HEPÁTICA EXTRACORPÓREA","0","0","0","0","0","Q","T"
"2197","09","5093","PERFUSIÓN LOCALIZADA DE HÍGADO","0","0","0","0","0","Q","T"
"2198","09","5094","OTRA INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN HÍGADO","0","0","0","0","0","Q","T"
"2199","09","5099","OTRA OPERACIÓN SOBRE HÍGADO","0","0","0","0","0","Q","T"
"2200","09","51","OPERACIONES SOBRE VESÍCULA BILIAR Y TRACTO BILIAR","0","0","0","0","0","",""
"2201","09","510","COLECISTOTOMÍA Y COLECISTOSTOMÍA","0","0","0","0","0","","F"
"2202","09","5101","ASPIRACIÓN PERCUTÁNEA DE VESÍCULA BILIAR","0","0","0","0","0","Q","T"
"2203","09","5102","COLECISTOSTOMÍA POR TRÓCAR","0","0","0","0","0","Q","T"
"2204","09","5103","OTRA COLECISTOSTOMÍA","0","0","0","0","0","Q","T"
"2205","09","5104","OTRA COLECISTOTOMÍA","0","0","0","0","0","Q","T"
"2206","09","511","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE LA VÍA BILIAR PRINCIPAL","0","0","0","0","0","","F"
"2207","09","5110","COLANGIOPANCREATOGRAFÍA RETRÓGRADA ENDOSCÓPICA [CPRE]","0","0","0","0","0","D","F"
"2208","09","5111","COLANGIOGRAFÍA RETRÓGRADA ENDOSCÓPICA (CRE)","0","0","0","0","0","D","F"
"2209","09","5112","BIOPSIA PERCUTÁNEA DE VESÍCULA BILIAR O VÍAS BILIARES","0","0","0","0","0","D","T"
"2210","09","5113","BIOPSIA ABIERTA DE VESÍCULA BILIAR O CONDUCTOS BILIARES","0","0","0","0","0","D","T"
"2211","09","5114","OTRA BIOPSIA CERRADA (ENDOSCÓPICA) DE VÍAS BILIARES O ENFÍNTER DE ODDI","0","0","0","0","0","D","T"
"2212","09","5115","MEDICIÓN DE LA PRESIÓN DEL ESFÍNTER DE ODDI","0","0","0","0","0","D","T"
"2213","09","5119","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE LOS CONDUCTOS BILIARES","0","0","0","0","0","D","T"
"2214","09","512","COLECISTECTOMÍA","0","0","0","0","0","","F"
"2215","09","5121","OTRA COLECISTECTOMÍA PARCIAL","0","0","0","0","0","Q","F"
"2216","09","5122","COLECISTECTOMÍA","0","0","0","0","0","Q","F"
"2217","09","5123","COLECISTECTOMÍA LAPAROSCÓPICA","0","0","0","0","0","Q","F"
"2218","09","5124","COLECISTECTOMÍA PARCIAL LAPAROSCÓPICA","0","0","0","0","0","Q","F"
"2219","09","513","ANASTOMOSIS DE VESÍCULA BILIAR O CONDUCTO BILIAR","0","0","0","0","0","","F"
"2220","09","5131","ANASTOMOSIS DE VESÍCULA BILIAR A CONDUCTOS HEPÁTICOS","0","0","0","0","0","Q","T"
"2221","09","5132","ANASTOMOSIS DE VESÍCULA BILIAR A INTESTINO","0","0","0","0","0","Q","T"
"2222","09","5133","ANASTOMOSIS DE VESÍCULA BILIAR A PÁNCREAS","0","0","0","0","0","Q","T"
"2223","09","5134","ANASTOMOSIS DE VESÍCULA BILIAR A ESTÓMAGO","0","0","0","0","0","Q","T"
"2224","09","5135","OTRA ANASTOMOSIS DE VESÍCULA BILIAR","0","0","0","0","0","Q","T"
"2225","09","5136","COLEDOCOENTEROSTOMÍA","0","0","0","0","0","Q","T"
"2226","09","5137","ANASTOMOSIS DE CONDUCTO HEPÁTICO A TRACTO GASTROINTESTINAL","0","0","0","0","0","Q","T"
"2227","09","5139","OTRA ANASTOMOSIS DEL CONDUCTO BILIAR","0","0","0","0","0","Q","T"
"2228","09","514","INCISIÓN DEL CONDUCTO BILIAR PARA ALIVIO DE OBSTRUCCIÓN","0","0","0","0","0","","F"
"2229","09","5141","EXPLORACIÓN DEL CONDUCTO BILIAR PRINCIPAL PARA EXTRACCIÓN DE CÁLCULO","0","0","0","0","0","Q","F"
"2230","09","5142","EXPLORACIÓN DEL CONDUCTO BILIAR PRINCIPAL PARA ALIVIO DE OTRA OBSTRUCCIÓN","0","0","0","0","0","Q","F"
"2231","09","5143","INSERCCIÓN DE TUBO COLEDOCOHEPÁTICO PARA DESCOMPRESIÓN","0","0","0","0","0","Q","F"
"2232","09","5149","INCISIÓN DE OTROS CONDUCTOS BILIARES PARA ALIVIO DE OBSTRUCCIÓN","0","0","0","0","0","Q","F"
"2233","09","515","OTRA INCISIÓN DEL CONDUCTO BILIAR","0","0","0","0","0","","F"
"2234","09","5151","EXPLORACIÓN DE COLÉDOCO","0","0","0","0","0","Q","F"
"2235","09","5159","INCISIÓN DE OTRO CONDUCTO BILIAR","0","0","0","0","0","Q","F"
"2236","09","516","EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O TEJIDO DE CONDUCTOS BILIARES Y ESFINTER DE ODDI","0","0","0","0","0","","F"
"2237","09","5161","EXTIRPACIÓN DE CONDUCTO CÍSTICO REMANENTE (MUÑÓN CÍSTICO)","0","0","0","0","0","Q","T"
"2238","09","5162","EXTIRPACIÓN DE AMPOLLA DE VATER (CON REIMPLANTACIÓN DE COLÉDOCO) (AMPULECTOMIA)","0","0","0","0","0","Q","T"
"2239","09","5163","OTRA EXTIRPACIÓN DE COLÉDOCO","0","0","0","0","0","Q","T"
"2240","09","5164","EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) ENDOSCÓPICA DE LESIÓN DE CONDUCTOS BILIARES O DE ESFÍNTER DE ODDI","0","0","0","0","0","Q","T"
"2241","09","5169","EXTIRPACIÓN DE OTRO CONDUCTO BILIAR","0","0","0","0","0","Q","T"
"2242","09","517","REPARACIÓN DE VÍAS BILIARES","0","0","0","0","0","","F"
"2243","09","5171","SUTURA SIMPLE DE COLÉDOCO","0","0","0","0","0","Q","T"
"2244","09","5172","COLEDOCOPLASTÍA","0","0","0","0","0","Q","T"
"2245","09","5179","REPARACIÓN DE OTROS CONDUCTOS BILIARES","0","0","0","0","0","Q","T"
"2246","09","518","OTRAS OPERACIONES SOBRE CONDUCTOS BILIARES Y ESFÍNTER DE ODDI","0","0","0","0","0","","F"
"2247","09","5181","DILATACIÓN DE ESFÍNTER DE ODDI","0","0","0","0","0","Q","T"
"2248","09","5182","ESFINTEROTOMÍA PANCREÁTICA (Y BILIAR)","0","0","0","0","0","Q","T"
"2249","09","5183","ESFINTEROPLASTÍA PANCREÁTICA ( Y BILIAR)","0","0","0","0","0","Q","T"
"2250","09","5184","DILATACIÓN ENDOSCÓPICA DE AMPOLLA Y CONDUCTO BILIAR","0","0","0","0","0","Q","T"
"2251","09","5185","ESFINTEROTOMÍA Y PAPILOTOMÍA ENDOSCÓPICAS","0","0","0","0","0","Q","T"
"2252","09","5186","INSERCIÓN ENDOSCÓPICA DE TUBO DE DRENAJE NASOBILIAR","0","0","0","0","0","Q","T"
"2253","09","5187","INSERCIÓN ENDOSCÓPICA DE TUBO TUTOR (STENT) EN CONDUCTO BILIAR","0","0","0","0","0","Q","T"
"2254","09","5188","EXTRACCIÓN ENDOSCÓPICA DE CÁLCULO(S) DEL TRACTO BILIAR","0","0","0","0","0","Q","T"
"2255","09","5189","OTRAS OPERACIONES SOBRE ESFÍNTER DE ODDI","0","0","0","0","0","Q","T"
"2256","09","519","OTRAS OPERACIONES SOBRE EL TRACTO BILIAR","0","0","0","0","0","","F"
"2257","09","5191","REPARACIÓN DE LESIÓN DE VESÍCULA BILIAR","0","0","0","0","0","Q","T"
"2258","09","5192","CIERRE DE COLECISTOSTOMÍA","0","0","0","0","0","Q","T"
"2259","09","5193","CIERRE DE OTRA FÍSTULA BILIAR","0","0","0","0","0","Q","T"
"2260","09","5194","REVISIÓN DE ANASTOMOSIS DE LAS VÍAS BILIARES","0","0","0","0","0","Q","T"
"2261","09","5195","EXTRACCIÓN DE DISPOSITIVO PROTÉSICO DE VÍA BILIAR","0","0","0","0","0","Q","T"
"2262","09","5196","EXTRACCIÓN PERCUTÁNEA DE CÁLCULO EN COLÉDOCO","0","0","0","0","0","Q","T"
"2263","09","5198","OTROS PROCEDIMIENTOS PERCUTÁNEOS SOBRE TRACTO BILIAR","0","0","0","0","0","Q","T"
"2264","09","5199","OTRA OPERACIÓN SOBRE EL TRACTO BILIAR","0","0","0","0","0","Q","T"
"2265","09","52","OPERACIONES SOBRE PÁNCREAS","0","0","0","0","0","",""
"2266","09","520","PANCREATOTOMÍA","0","0","0","0","0","","F"
"2267","09","5201","DRENAJE DE QUISTE, PSEUDOQUISTE Y ABSCESO PANCREÁTICO POR CATÉTER","0","0","0","0","0","Q","T"
"2268","09","5209","OTRA PANCREATOTOMÍA","0","0","0","0","0","Q","T"
"2269","09","521","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE PÁNCREAS","0","0","0","0","0","","F"
"2270","09","5211","BIOPSIA CERRADA [AGUJA] [POR ASPIRACIÓN] DE PÁNCREAS","0","0","0","0","0","D","T"
"2271","09","5212","BIOPSIA ABIERTA DE PÁNCREAS","0","0","0","0","0","D","T"
"2272","09","5213","PANCREATOGRAFÍA RETRÓGRADA ENDOSCÓPICA [PRE]","0","0","0","0","0","D","F"
"2273","09","5214","BIOPSIA CERRADA [ENDOSCÓPICA] DEL CONDUCTO PANCREÁTICO","0","0","0","0","0","D","T"
"2274","09","5219","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE PÁNCREAS","0","0","0","0","0","D","T"
"2275","09","522","EXTIRPACIÓN LOCAL O ELIMINACIÓN DE PÁNCREAS Y CONDUCTO PANCREÁTICO","0","0","0","0","0","","F"
"2276","09","5221","EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) ENDOSCÓPICA DE LESIÓN O DE TEJIDO DEL CONDUCTO PANCREÁTICO","0","0","0","0","0","Q","T"
"2277","09","5222","OTRA EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O DE TEJIDO DEL PÁNCREAS O DEL CONDUCTO PANCREÁTICO","0","0","0","0","0","Q","T"
"2278","09","523","MARSUPIALIZACIÓN DE QUISTE PANCREÁTICO","0","0","0","0","0","","F"
"2279","09","523X","MARSUPIALIZACIÓN DE QUISTE PANCREÁTICO","0","0","0","0","0","Q","T"
"2280","09","524","DRENAJE INTERNO DE QUISTE Y PSEUDOQUISTE PANCREÁTICO","0","0","0","0","0","","F"
"2281","09","524X","DRENAJE INTERNO DE QUISTE Y PSEUDOQUISTE PANCREÁTICO","0","0","0","0","0","Q","T"
"2282","09","525","PANCREATECTOMÍA PARCIAL","0","0","0","0","0","","F"
"2283","09","5251","PANCREATECTOMÍA PROXIMAL","0","0","0","0","0","Q","T"
"2284","09","5252","PANCREATECTOMÍA DISTAL","0","0","0","0","0","Q","T"
"2285","09","5253","PANCREATECTOMÍA SUBTOTAL RADICAL","0","0","0","0","0","Q","T"
"2286","09","5259","OTRA PANCREATECTOMÍA PARCIAL","0","0","0","0","0","Q","T"
"2287","09","526","PANCREATECTOMÍA TOTAL","0","0","0","0","0","","F"
"2288","09","526X","PANCREATECTOMÍA TOTAL","0","0","0","0","0","Q","T"
"2289","09","527","PANCREATICODUODENECTOMÍA RADICAL","0","0","0","0","0","","F"
"2290","09","527X","PANCREATICODUODENECTOMÍA RADICAL","0","0","0","0","0","Q","T"
"2291","09","528","TRASPLANTE DE PÁNCREAS","0","0","0","0","0","","F"
"2292","09","5280","TRASPLANTE DE PÁNCREAS, NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","T"
"2293","09","5281","REIMPLANTE DE TEJIDO PANCREÁTICO","0","0","0","0","0","Q","T"
"2294","09","5282","HOMOTRASPLANTE DE PÁNCREAS","0","0","0","0","0","Q","T"
"2295","09","5283","HETEROTRASPLANTE DE PÁNCREAS","0","0","0","0","0","Q","T"
"2296","09","5284","AUTOTRASPLANTE DE CÉLULAS DE LOS ISLOTES DE LANGERHANS","0","0","0","0","0","Q","T"
"2297","09","5285","ALOTRASPLANTE DE CÉLULAS DE LOS ISLOTES DE LANGERHANS","0","0","0","0","0","Q","T"
"2298","09","5286","TRASPLANTE DE CÉLULAS DE LOS ISLOTES DE LANGERHANS, NO ESPECIFICADO","0","0","0","0","0","Q","T"
"2299","09","529","OTRAS OPERACIONES DE PÁNCREAS","0","0","0","0","0","","F"
"2300","09","5292","CANULACIÓN DEL CONDUCTO PANCREÁTICO","0","0","0","0","0","Q","T"
"2301","09","5293","INSERCIÓN DE TUBO TUTOR (STENT) EN EL CONDUCTO PANCREÁTICO","0","0","0","0","0","Q","T"
"2302","09","5294","EXTRACCIÓN ENDOSCÓPICA DE CÁLCULOS DEL CONDUCTO PANCREÁTICO","0","0","0","0","0","Q","T"
"2303","09","5295","OTRA REPARACIÓN DE PÁNCREAS","0","0","0","0","0","Q","T"
"2304","09","5296","ANASTOMOSIS DE PÁNCREAS","0","0","0","0","0","Q","T"
